,words,counts
423,matt,238
424,together,238
425,dirty,238
426,wild,237
427,part,236
428,eh,235
429,grow,234
430,dead,233
431,dark,233
432,mill,229
433,chick,229
434,blue,228
435,gold,228
436,sure,227
437,fine,227
438,savage,227
439,green,227
440,il,227
441,mr,227
442,step,226
443,wonder,225
444,lean,225
445,moment,225
446,stupid,225
447,lock,223
448,molly,223
449,cop,222
450,happen,221
451,sign,220
452,son,219
453,forever,219
454,kendrick,219
455,fact,218
456,five,218
457,stack,216
458,summer,216
459,tear,216
460,speak,214
461,serve,214
462,blood,213
463,wee,213
464,outta,211
465,thank,211
466,promise,210
467,della,209
468,someone,208
469,foreign,208
470,uhhuh,207
471,plan,207
472,thousand,206
473,paper,206
474,lady,206
475,ay,206
476,school,205
477,thug,205
478,fan,203
479,chill,203
480,double,202
481,coupe,202
482,hair,202
483,sweet,202
484,far,201
485,taste,201
486,lamar,201
487,truth,200
488,great,200
489,alive,200
490,l,200
491,se,199
492,wave,199
493,scream,198
494,strong,198
495,à,198
496,chance,197
497,babe,197
498,versace,197
499,power,196
500,pack,196
501,hello,196
502,x,196
503,brain,196
504,rapper,194
505,soon,193
506,fake,193
507,hang,192
508,flip,192
509,nice,192
510,lo,191
511,team,191
512,build,189
513,smile,189
514,plug,188
515,must,188
516,guy,187
517,jet,186
518,justin,186
519,k,185
520,family,185
521,juice,184
522,sometimes,184
523,el,183
524,meek,183
525,murder,183
526,arm,183
527,follow,182
528,brick,181
529,e,181
530,wall,180
531,flow,179
532,vibe,179
533,mouth,179
534,eminem,179
535,finger,179
536,case,178
537,treat,178
538,control,178
539,bless,177
540,yellow,177
541,brother,176
542,magic,176
543,es,175
544,trina,175
545,whatever,175
546,seem,174
547,choose,174
548,des,173
549,haha,172
550,past,171
551,est,171
552,fresh,170
553,business,170
554,n,170
555,shoe,169
556,ghost,169
557,offset,169
558,motherfucker,169
559,dab,169
560,week,168
561,park,167
562,latin,167
563,town,167
564,khaled,167
565,crib,166
566,lane,166
567,six,165
568,sippin,165
569,learn,165
570,ship,165
571,wrath,164
572,numb,164
573,montana,164
574,du,164
575,reason,163
576,beautiful,163
577,wop,163
578,mi,162
579,note,162
580,fat,162
581,malone,161
582,hide,161
583,outside,160
584,behind,160
585,rest,160
586,wife,160
587,middle,160
588,ui,160
589,gas,159
590,te,158
591,reach,158
592,clothe,158
593,float,158
594,tu,157
595,bear,157
596,rollin,157
597,jay,157
598,cook,156
599,cap,156
600,sick,156
601,dress,156
602,clap,156
603,rick,156
604,happy,155
605,worth,155
606,quick,155
607,bentley,154
608,half,154
609,box,154
610,perfect,154
611,single,154
612,demon,153
613,scare,153
614,dumb,152
615,spot,152
616,none,152
617,sauce,152
618,ago,151
619,waste,151
620,safe,151
621,tweak,151
622,easy,150
623,drippin,150
624,laugh,150
625,flex,150
626,yu,150
627,beyondé,150
628,weekend,150
629,feature,149
630,sing,149
631,interlude,148
632,breathe,148
633,cake,148
634,mike,148
635,legend,148
636,blame,148
637,bon,148
638,goddamn,147
639,begin,147
640,everywhere,147
641,yet,146
642,bill,146
643,rise,146
644,hour,146
645,shut,146
646,pill,146
647,bow,145
648,fame,145
649,knee,144
650,dat,144
651,eu,144
652,louis,143
653,dip,143
654,alma,143
655,pitbull,143
656,sun,142
657,tire,142
658,fun,140
659,flame,140
660,point,140
661,read,140
662,book,139
663,grab,139
664,feeling,138
665,zone,138
666,mix,138
667,price,138
668,stone,138
669,fill,137
670,pump,137
671,usher,137
672,motherfuckin,136
673,record,136
674,fit,136
675,rappers,136
676,plus,136
677,freeze,135
678,super,135
679,fina,135
680,produce,135
681,mess,135
682,ross,135
683,fear,134
684,spin,134
685,mirror,134
686,ti,134
687,raise,133
688,hill,133
689,haters,133
690,lick,133
691,lee,133
692,press,133
693,ballin,133
694,solo,132
695,patel,132
696,crow,132
697,land,132
698,peace,131
699,teach,131
700,famous,131
701,chase,130
702,style,130
703,actin,130
704,link,130
705,jam,130
706,space,130
707,ben,130
708,ty,130
709,bass,129
710,heat,128
711,thick,128
712,f,128
713,dans,128
714,track,127
715,french,127
716,cloud,127
717,ms,127
718,roof,126
719,question,126
720,speed,126
721,goal,126
722,nose,126
723,brand,126
724,mai,126
725,pero,125
726,cole,125
727,khalifa,125
728,kitchen,124
729,crack,124
730,jeans,124
731,tip,124
732,toe,124
733,earth,124
734,une,124
735,les,124
736,lamb,123
737,leg,123
738,bro,123
739,clean,123
740,swan,123
741,nasty,123
742,wiz,123
743,hustle,122
744,cross,122
745,tie,122
746,devil,122
747,lift,122
748,war,122
749,special,122
750,kinda,121
751,window,121
752,drown,121
753,respect,121
754,dude,121
755,fool,121
756,tú,121
757,finish,120
758,truck,119
759,rare,119
760,store,119
761,angel,119
762,twist,119
763,flight,118
764,mo,118
765,law,118
766,figure,118
767,story,118
768,gap,118
769,benz,117
770,seat,117
771,job,117
772,piece,117
773,killer,116
774,race,116
775,child,116
776,maybach,116
777,tomorrow,116
778,sexy,116
779,everyone,115
780,kind,115
781,ign,115
782,finally,114
783,fore,114
784,heavy,114
785,ella,113
786,ahead,113
787,rush,113
788,clear,113
789,smash,113
790,feat,113
791,était,113
792,rather,112
793,singe,112
794,deserve,112
795,sip,112
796,shop,112
797,impact,112
798,como,111
799,spit,111
800,death,111
801,clique,111
802,pas,111
803,hoe,111
804,wow,110
805,skr,110
806,lip,110
807,loose,110
808,pink,110
809,judge,109
810,text,109
811,tooth,109
812,cover,109
813,channel,109
814,putt,109
815,bir,109
816,enemy,108
817,stress,108
818,nine,108
819,pant,108
820,gh,108
821,ocean,108
822,yah,108
823,diddily,108
824,shout,107
825,bird,107
826,blunt,107
827,crash,107
828,oohooh,107
829,designer,106
830,liquor,106
831,champagne,106
832,por,105
833,private,105
834,quiet,105
835,afraid,105
836,quit,105
837,handle,104
838,order,104
839,boogie,104
840,along,104
841,jesus,104
842,difference,103
843,clock,103
844,heaven,103
845,thirty,103
846,dig,103
847,fault,103
848,ey,103
849,sur,103
850,paint,103
851,tag,102
852,swing,102
853,birthday,102
854,queen,102
855,2,102
856,stage,102
857,ye,102
858,wiggle,102
859,wrap,101
860,forward,101
861,beef,101
862,twenty,101
863,mom,101
864,smell,101
865,codeine,101
866,clip,101
867,glass,101
868,album,101
869,jeremiah,101
870,vert,101
871,lu,101
872,si,100
873,bend,100
874,jealous,100
875,kelly,100
876,chopper,99
877,action,99
878,cost,99
879,focus,99
880,player,99
881,date,99
882,mile,99
883,peekaboo,98
884,whenever,98
885,model,98
886,rip,98
887,insane,98
888,audi,98
889,favourite,98
890,rank,97
891,slip,97
892,color,97
893,honest,97
894,slim,97
895,aye,97
896,moon,96
897,…,96
898,suppose,96
899,bob,96
900,bunch,96
901,wood,96
902,corner,95
903,tap,95
904,brr,95
905,lifestyle,95
906,state,95
907,skin,95
908,squad,95
909,bobby,95
910,trouble,95
911,sort,95
912,sin,94
913,mistake,94
914,lack,94
915,welcome,94
916,funny,93
917,camera,93
918,champion,93
919,jaz,93
920,mane,92
921,plane,92
922,field,92
923,pipe,92
924,news,92
925,dash,92
926,ohohoh,92
927,aw,92
928,carter,92
929,nut,91
930,crown,91
931,map,91
932,mais,91
933,ceil,91
934,gram,91
935,avant,91
936,bleed,90
937,mil,90
938,pole,90
939,sense,90
940,fifty,90
941,carry,90
942,lately,90
943,naked,90
944,ft,89
945,quarter,89
946,bus,89
947,pot,89
948,load,89
949,father,89
950,preach,89
951,steal,89
952,bart,89
953,code,89
954,hip,89
955,con,89
956,saint,89
957,till,89
958,anymore,88
959,mmm,88
960,suicide,88
961,regular,88
962,sweat,88
963,comme,88
964,lead,87
965,witty,87
966,mask,87
967,dangerous,87
968,buck,87
969,boat,87
970,bullshit,87
971,everyday,87
972,limit,87
973,monster,87
974,crowd,86
975,tight,86
976,flood,86
977,ear,86
978,slime,86
979,login,86
980,um,86
981,tiga,86
982,wrld,86
983,mar,85
984,proud,85
985,fee,85
986,trick,85
987,shade,85
988,pride,85
989,miami,85
990,hoodie,85
991,rule,85
992,test,85
993,jordan,85
994,strap,85
995,tongue,85
996,bread,85
997,candy,85
998,ex,85
999,pew,85
1000,gotti,85
1001,ock,85
1002,month,84
1003,account,84
1004,rhyme,84
1005,slate,84
1006,koda,84
1007,lonely,84
1008,flash,84
1009,police,84
1010,favorite,84
1011,plate,84
1012,surf,84
1013,class,84
1014,juicy,84
1015,tpain,84
1016,quiere,83
1017,pound,83
1018,marry,83
1019,ink,83
1020,swap,83
1021,become,83
1022,within,83
1023,hunnid,83
1024,yacht,83
1025,chicken,83
1026,stare,83
1027,hallelujah,83
1028,dirt,83
1029,luck,82
1030,ce,82
1031,bullet,82
1032,loco,82
1033,huncho,82
1034,add,81
1035,swim,81
1036,season,81
1037,splash,81
1038,vs,81
1039,sa,81
1040,stunt,81
1041,yea,81
1042,pistol,80
1043,shoulder,80
1044,john,80
1045,joke,80
1046,scene,80
1047,blind,79
1048,prolly,79
1049,anybody,79
1050,ego,79
1051,bae,79
1052,rep,79
1053,michael,79
1054,cat,79
1055,creep,79
1056,list,79
1057,zero,79
1058,yell,79
1059,def,79
1060,flexin,78
1061,jack,78
1062,extra,78
1063,cell,78
1064,os,78
1065,grip,78
1066,table,78
1067,ça,78
1068,view,78
1069,beast,78
1070,bam,78
1071,copy,77
1072,artist,77
1073,chest,77
1074,breath,77
1075,takeoff,77
1076,slay,77
1077,api,77
1078,apart,77
1079,wide,77
1080,stuff,76
1081,mansion,76
1082,answer,76
1083,london,76
1084,shooter,76
1085,vision,76
1086,bomb,76
1087,mall,76
1088,wicked,76
1089,ii,76
1090,addict,76
1091,v,75
1092,dough,75
1093,nowhere,75
1094,petty,75
1095,strange,75
1096,split,75
1097,sock,75
1098,glow,75
1099,court,75
1100,pa,75
1101,ne,75
1102,va,75
1103,remind,75
1104,tour,74
1105,daughter,74
1106,cocaine,74
1107,decide,74
1108,fix,74
1109,match,74
1110,celebrate,74
1111,avec,74
1112,geasy,74
1113,beg,74
1114,er,74
1115,q,74
1116,beach,73
1117,excuse,73
1118,rocky,73
1119,seven,73
1120,mothafuckin,73
1121,diva,73
1122,quiero,73
1123,realize,73
1124,citta,73
1125,errbody,73
1126,raw,72
1127,twice,72
1128,dem,72
1129,machine,72
1130,holy,72
1131,metro,72
1132,sir,71
1133,boot,71
1134,mud,71
1135,nail,71
1136,wheel,71
1137,sacrifice,71
1138,w,71
1139,purple,71
1140,dummy,71
1141,porsche,71
1142,tommy,71
1143,bone,71
1144,flo,71
1145,william,71
1146,qu,71
1147,forgive,70
1148,app,70
1149,mother,70
1150,memory,70
1151,dad,70
1152,drama,70
1153,soldier,70
1154,num,70
1155,dogg,70
1156,attention,70
1157,small,70
1158,cyrus,70
1159,logic,70
1160,thou,69
1161,sad,69
1162,jail,69
1163,gate,69
1164,rob,69
1165,butt,69
1166,pretend,69
1167,doubt,69
1168,friday,69
1169,charge,69
1170,master,69
1171,z,69
1172,culture,69
1173,quan,69
1174,nicht,69
1175,jennifer,69
1176,skip,68
1177,almost,68
1178,mob,68
1179,mood,68
1180,partynextdoor,68
1181,chop,68
1182,pose,68
1183,steady,68
1184,tool,68
1185,paul,68
1186,lame,68
1187,spirit,68
1188,hittas,67
1189,sack,67
1190,mark,67
1191,dre,67
1192,qui,67
1193,faith,67
1194,tree,67
1195,nas,67
1196,rida,67
1197,wing,66
1198,either,66
1199,wine,66
1200,page,66
1201,south,66
1202,sight,66
1203,feds,66
1204,shame,66
1205,strip,66
1206,planet,66
1207,remix,66
1208,toast,66
1209,warm,65
1210,shower,65
1211,eight,65
1212,piss,65
1213,motion,65
1214,neighbor,65
1215,church,65
1216,base,65
1217,southside,65
1218,admit,64
1219,option,64
1220,suit,64
1221,busy,64
1222,bieber,64
1223,r,64
1224,grave,64
1225,project,64
1226,battle,64
1227,thought,64
1228,strike,64
1229,barbie,64
1230,flock,64
1231,twin,64
1232,trigger,64
1233,plain,64
1234,shift,64
1235,krippy,64
1236,défonté,64
1237,mí,63
1238,brush,63
1239,energy,63
1240,circle,63
1241,james,63
1242,blast,63
1243,mission,63
1244,message,63
1245,pimp,63
1246,male,63
1247,horse,63
1248,al,62
1249,zoom,62
1250,weak,62
1251,notice,62
1252,skate,62
1253,fold,62
1254,plenty,62
1255,rihanna,62
1256,owe,62
1257,par,62
1258,lamborghini,62
1259,lt,62
1260,whistle,62
1261,lover,62
1262,miley,62
1263,cuando,61
1264,east,61
1265,royce,61
1266,draco,61
1267,sunday,61
1268,string,61
1269,я,61
1270,heel,61
1271,jason,61
1272,quad,61
1273,human,61
1274,voice,61
1275,claim,61
1276,weezy,61
1277,emotional,61
1278,dababy,60
1279,ni,60
1280,su,60
1281,number,60
1282,person,60
1283,tempo,60
1284,food,60
1285,evil,60
1286,plot,60
1287,share,60
1288,bat,60
1289,tyler,60
1290,pool,60
1291,pair,60
1292,suis,60
1293,cheat,60
1294,dime,60
1295,und,60
1296,bum,60
1297,mic,60
1298,fancy,60
1299,não,60
1300,hotel,59
1301,conversation,59
1302,search,59
1303,jewelry,59
1304,bright,59
1305,cart,59
1306,danny,59
1307,drum,59
1308,humble,59
1309,cousin,59
1310,secret,59
1311,fish,59
1312,soy,59
1313,di,59
1314,trophy,59
1315,p,59
1316,pure,59
1317,york,59
1318,coco,59
1319,blessing,59
1320,bee,59
1321,ill,59
1322,bugatti,59
1323,represent,59
1324,schoolboy,59
1325,verso,58
1326,college,58
1327,av,58
1328,scar,58
1329,lesson,58
1330,row,58
1331,hole,58
1332,expect,58
1333,soft,58
1334,nunca,58
1335,rah,58
1336,laurent,58
1337,dedicate,58
1338,shane,58
1339,freedom,58
1340,enjoy,58
1341,tunechi,58
1342,timberlake,58
1343,hollywood,57
1344,somewhere,57
1345,loss,57
1346,iggy,57
1347,surprise,57
1348,crime,57
1349,bump,57
1350,motherfucking,57
1351,dare,57
1352,sale,57
1353,scratch,57
1354,position,57
1355,motivate,57
1356,bu,57
1357,jung,57
1358,lasé,57
1359,pickwick,57
1360,torque,56
1361,issue,56
1362,stuntin,56
1363,yup,56
1364,relax,56
1365,grand,56
1366,near,56
1367,balvin,56
1368,mac,56
1369,pressure,56
1370,ixine,56
1371,tune,56
1372,core,56
1373,trippie,56
1374,pedal,56
1375,snoop,56
1376,ugly,56
1377,weather,56
1378,studio,56
1379,pen,56
1380,booby,56
1381,tall,56
1382,jane,56
1383,lopez,56
1384,jenny,56
1385,glory,56
1386,fend,55
1387,partner,55
1388,empty,55
1389,slap,55
1390,ski,55
1391,coke,55
1392,tory,55
1393,phantom,55
1394,snap,55
1395,basic,55
1396,celebration,55
1397,awesome,55
1398,size,54
1399,kevin,54
1400,cheese,54
1401,doctor,54
1402,¡,54
1403,fry,54
1404,swallow,54
1405,moriías,54
1406,survive,54
1407,unless,54
1408,max,54
1409,williams,54
1410,ace,54
1411,sí,53
1412,las,53
1413,vibes,53
1414,tough,53
1415,reply,53
1416,aim,53
1417,country,53
1418,mention,53
1419,lay,53
1420,carrier,53
1421,bury,53
1422,public,53
1423,au,53
1424,bien,53
1425,explain,53
1426,pharrell,53
1427,joe,53
1428,gut,53
1429,choice,53
1430,motherfuckers,53
1431,rub,53
1432,fox,53
1433,wash,53
1434,girlfriend,53
1435,taylor,53
1436,git,53
1437,você,53
1438,van,52
1439,lawyer,52
1440,sink,52
1441,throat,52
1442,plastic,52
1443,poor,52
1444,excite,52
1445,duck,52
1446,choke,52
1447,peak,52
1448,mon,52
1449,ariana,52
1450,grande,52
1451,¿,51
1452,president,51
1453,fam,51
1454,wind,51
1455,hoo,51
1456,boo,51
1457,fair,51
1458,bunny,51
1459,roger,51
1460,warn,51
1461,anyone,51
1462,tail,51
1463,jimmy,51
1464,snatch,51
1465,shirt,51
1466,vol,51
1467,iii,51
1468,mediocre,51
1469,kaaris,51
1470,para,50
1471,radio,50
1472,los,50
1473,relate,50
1474,struggle,50
1475,admin,50
1476,click,50
1477,afford,50
1478,jon,50
1479,grandma,50
1480,rat,50
1481,barely,50
1482,fashion,50
1483,jackson,50
1484,language,50
1485,comfortable,50
1486,tape,50
1487,bop,50
1488,yeh,50
1489,curve,50
1490,force,50
1491,hero,50
1492,gift,50
1493,age,50
1494,prove,50
1495,compton,50
1496,important,50
1497,nous,50
1498,spark,50
1499,radar,50
1500,panda,50
1501,http,50
1502,sé,49
1503,siempre,49
1504,dyn,49
1505,serious,49
1506,paris,49
1507,button,49
1508,sha,49
1509,dir,49
1510,realist,49
1511,instead,49
1512,wipe,49
1513,imagine,49
1514,baddest,49
1515,uncle,49
1516,deux,49
1517,diss,49
1518,lap,49
1519,ist,49
1520,draw,49
1521,tom,49
1522,dr,49
1523,é,49
1524,trade,48
1525,ray,48
1526,martin,48
1527,weight,48
1528,akin,48
1529,ladder,48
1530,peep,48
1531,bros,48
1532,titties,48
1533,stripper,48
1534,trunk,48
1535,dealer,48
1536,mary,48
1537,demand,48
1538,selfish,48
1539,twerkin,48
1540,dragon,48
1541,tha,48
1542,role,48
1543,nervous,47
1544,member,47
1545,ghetto,47
1546,static,47
1547,fleet,47
1548,platinum,47
1549,toss,47
1550,ignore,47
1551,voodoo,47
1552,ticket,47
1553,course,47
1554,slick,47
1555,slowly,47
1556,lucky,47
1557,swift,47
1558,chopra,47
1559,lui,47
1560,byebye,47
1561,timmy,47
1562,está,46
1563,compare,46
1564,cum,46
1565,polo,46
1566,hall,46
1567,ballet,46
1568,wed,46
1569,cream,46
1570,dub,46
1571,ip,46
1572,instagram,46
1573,shady,46
1574,jeweler,46
1575,range,46
1576,crush,46
1577,pro,46
1578,prison,46
1579,pac,46
1580,traffic,46
1581,honey,46
1582,lego,46
1583,yung,46
1584,mich,46
1585,hookah,46
1586,aiko,46
1587,là,46
1588,prehook,46
1589,early,46
1590,bin,46
1591,witch,46
1592,wassup,46
1593,unfazed,46
1594,perry,45
1595,belt,45
1596,hahaha,45
1597,simple,45
1598,across,45
1599,barr,45
1600,semi,45
1601,practice,45
1602,eric,45
1603,sister,45
1604,creator,45
1605,extend,45
1606,disrespect,45
1607,heal,45
1608,sam,45
1609,grammy,45
1610,condo,45
1611,silence,45
1612,whoever,45
1613,hat,45
1614,ba,45
1615,jacket,45
1616,wherever,44
1617,wreck,44
1618,storm,44
1619,robin,44
1620,spill,44
1621,classic,44
1622,anyway,44
1623,reckless,44
1624,bore,44
1625,dot,44
1626,sugar,44
1627,league,44
1628,sneak,44
1629,sand,44
1630,boyfriend,44
1631,flag,44
1632,spread,44
1633,form,44
1634,una,43
1635,train,43
1636,dye,43
1637,due,43
1638,bubble,43
1639,jungle,43
1640,label,43
1641,dizzy,43
1642,favor,43
1643,settle,43
1644,holly,43
1645,bowl,43
1646,3,43
1647,xxxtentacion,43
1648,sea,43
1649,pillow,43
1650,north,43
1651,weird,43
1652,disco,43
1653,hhh,43
1654,mustard,43
1655,frame,43
1656,bean,43
1657,drag,43
1658,curse,43
1659,jamie,43
1660,repeat,43
1661,ein,43
1662,mens,43
1663,corbin,43
1664,ohohohoh,43
1665,tango,42
1666,art,42
1667,dust,42
1668,icy,42
1669,birkin,42
1670,shock,42
1671,waist,42
1672,mercedes,42
1673,ac,42
1674,necklace,42
1675,snake,42
1676,broad,42
1677,tint,42
1678,chip,42
1679,kim,42
1680,dinner,42
1681,cette,42
1682,tout,42
1683,fern,42
1684,winner,42
1685,mentiste,42
1686,todo,42
1687,conmigo,42
1688,sheet,42
1689,major,42
1690,plead,42
1691,déjà,42
1692,attitude,42
1693,gather,42
1694,darling,42
1695,island,42
1696,tas,42
1697,5,41
1698,regret,41
1699,fur,41
1700,route,41
1701,knife,41
1702,truly,41
1703,california,41
1704,attach,41
1705,hh,41
1706,false,41
1707,groove,41
1708,datum,41
1709,vega,41
1710,calm,41
1711,yep,41
1712,clout,41
1713,seed,41
1714,per,41
1715,coast,41
1716,somehow,41
1717,whené,41
1718,buzz,41
1719,video,41
1720,gentleman,41
1721,tattoo,41
1722,witness,41
1723,international,41
1724,jaw,41
1725,sage,41
1726,fighter,41
1727,system,41
1728,funk,41
1729,profile,41
1730,rake,41
1731,vu,41
1732,ludacris,41
1733,uhuh,40
1734,winter,40
1735,rica,40
1736,score,40
1737,scale,40
1738,also,40
1739,wu,40
1740,pluto,40
1741,spoil,40
1742,whoop,40
1743,sie,40
1744,shimmy,40
1745,yum,40
1746,ele,40
1747,demo,39
1748,stylist,39
1749,cuban,39
1750,cheap,39
1751,tuck,39
1752,nipsey,39
1753,lem,39
1754,weave,39
1755,prada,39
1756,rico,39
1757,triple,39
1758,patience,39
1759,mode,39
1760,disappear,39
1761,anthem,39
1762,china,39
1763,sucker,39
1764,wir,39
1765,involve,39
1766,join,39
1767,guitar,39
1768,stroke,39
1769,belong,39
1770,th,39
1771,miguel,39
1772,worldwide,39
1773,biz,39
1774,cookie,39
1775,yesterday,39
1776,fait,39
1777,derulo,39
1778,diner,38
1779,booth,38
1780,atlanta,38
1781,chair,38
1782,rend,38
1783,internet,38
1784,nowadays,38
1785,grass,38
1786,beside,38
1787,japan,38
1788,climb,38
1789,marijuana,38
1790,smith,38
1791,coat,38
1792,gangsta,38
1793,couch,38
1794,dit,38
1795,même,38
1796,upset,38
1797,den,38
1798,percocets,38
1799,noise,38
1800,www,38
1801,muse,38
1802,jxmmi,38
1803,cruz,38
1804,various,38
1805,feed,37
1806,dry,37
1807,rate,37
1808,sos,37
1809,section,37
1810,bogie,37
1811,idea,37
1812,passion,37
1813,american,37
1814,seal,37
1815,hmm,37
1816,mail,37
1817,backseat,37
1818,hatchet,37
1819,religion,37
1820,4,37
1821,loyal,37
1822,stun,37
1823,glad,37
1824,credit,37
1825,slang,37
1826,normal,37
1827,dale,37
1828,awake,37
1829,hammer,37
1830,patient,37
1831,attack,37
1832,jessie,37
1833,mothafucka,37
1834,animal,37
1835,pause,37
1836,santa,37
1837,reppin,37
1838,amaze,37
1839,ko,37
1840,original,37
1841,dubai,37
1842,fck,37
