,words,counts
162,show,145
163,great,145
164,—,144
165,cottard,144
166,miss,143
167,lady,141
168,pass,140
169,shut,140
170,uh,140
171,charles,140
172,west,140
173,feat,140
174,elektra,140
175,really,136
176,soul,136
177,street,136
178,year,134
179,doe,133
180,front,133
181,flow,133
182,always,132
183,b,131
184,hey,131
185,city,131
186,enjoy,130
187,face,130
188,j,128
189,far,127
190,something,127
191,watch,125
192,move,125
193,speak,124
194,drop,123
195,hot,122
196,start,121
197,seem,120
198,pay,119
199,hard,119
200,ride,118
201,understand,117
202,funk,117
203,whole,116
204,stay,116
205,change,116
206,high,116
207,blow,114
208,body,113
209,air,113
210,pitch,113
211,damn,112
212,fly,111
213,heart,110
214,loud,110
215,work,108
216,moment,108
217,deep,108
218,lil,108
219,wit,107
220,believe,106
221,though,106
222,brichot,106
223,type,105
224,many,105
225,master,105
226,door,104
227,tool,103
228,stand,103
229,treat,103
230,listen,103
231,meet,103
232,begin,103
233,bust,102
234,person,102
235,death,101
236,main,101
237,respect,101
238,everybody,100
239,style,100
240,grandmaster,100
241,end,99
242,wait,99
243,boom,99
244,flash,97
245,straight,96
246,point,96
247,smile,96
248,intro,95
249,smooth,95
250,knock,95
251,dance,95
252,doctor,95
253,cube,95
254,away,94
255,mic,94
256,quite,94
257,u,94
258,die,93
259,last,93
260,gun,93
261,ms,93
262,nice,93
263,everything,93
264,cut,93
265,push,92
266,crazy,92
267,ass,92
268,throw,92
269,certain,92
270,mr,92
271,catch,91
272,nobody,90
273,light,90
274,lot,90
275,bow,89
276,grand,89
277,true,88
278,brand,88
279,please,87
280,set,87
281,shall,87
282,wrong,86
283,part,86
284,four,86
285,dre,86
286,dog,86
287,fat,86
288,kill,85
289,music,85
290,hope,85
291,fact,85
292,side,85
293,lover,85
294,bitch,85
295,priority,85
296,close,84
297,buy,84
298,lie,84
299,groove,84
300,ah,84
301,since,84
302,boogie,84
303,self,83
304,lose,83
305,top,83
306,reply,83
307,shoot,82
308,puff,82
309,dream,82
310,together,81
311,sleep,81
312,ready,81
313,remain,81
314,bone,81
315,school,80
316,father,80
317,family,79
318,art,79
319,mad,79
320,ghetto,79
321,thug,79
322,enough,78
323,send,78
324,joe,78
325,sometimes,78
326,car,78
327,walk,77
328,five,77
329,york,77
330,train,76
331,mack,76
332,smoke,76
333,snoop,76
334,jazz,75
335,track,75
336,notorious,75
337,ear,75
338,song,74
339,ring,74
340,action,74
341,express,74
342,remember,74
343,weasel,74
344,bear,73
345,town,73
346,room,73
347,buck,73
348,matt,72
349,sit,72
350,guy,72
351,dr,72
352,care,72
353,suppose,72
354,mob,72
355,gang,72
356,biz,72
357,super,72
358,furious,72
359,balbec,72
360,stuff,71
361,also,71
362,case,71
363,tha,71
364,indeed,71
365,full,70
366,fire,70
367,princess,70
368,fall,69
369,outro,69
370,dope,69
371,model,69
372,e,68
373,freak,68
374,win,68
375,lord,68
376,wicked,68
377,duh,68
378,grow,67
379,rule,67
380,eat,67
381,tee,67
382,force,67
383,ef,67
384,line,66
385,bout,66
386,kiss,66
387,perhaps,66
388,learn,65
389,sure,65
390,repeat,65
391,anything,65
392,mercury,65
393,strong,64
394,yet,64
395,appear,64
396,open,64
397,mother,64
398,block,64
399,become,64
400,whether,64
401,select,64
402,redman,64
403,interest,64
404,sucker,63
405,pick,63
406,numb,63
407,count,63
408,mac,63
409,pac,63
410,wife,62
411,cry,62
412,write,62
413,low,62
414,quick,62
415,brain,62
416,god,62
417,tribe,62
418,desire,62
419,fight,61
420,wish,61
421,dude,61
422,mark,61
423,base,61
424,ski,61
425,relativity,61
426,form,60
427,ha,60
428,hour,60
429,guess,60
430,fast,60
431,short,60
432,tight,60
433,chief,60
434,enemy,59
435,dead,59
436,hip,59
437,row,59
438,marie,59
439,brooklyn,59
440,di,59
441,weight,59
442,mouth,58
443,else,58
444,hell,58
445,somebody,58
446,public,58
447,wear,58
448,laugh,58
449,rise,58
450,star,58
451,box,58
452,gold,57
453,shop,57
454,reason,57
455,humpty,57
456,stick,57
457,course,57
458,rahim,57
459,tone,57
460,morning,57
461,queen,57
462,forget,57
463,whose,57
464,disco,56
465,bite,56
466,pump,56
467,marquis,56
468,chance,56
469,son,56
470,sweet,56
471,p,56
472,crush,55
473,sweat,55
474,slow,55
475,fine,55
476,spend,55
477,touch,55
478,reality,55
479,roxanne,55
480,ruffhouse,55
481,verdurins,55
482,fool,54
483,help,54
484,fear,54
485,almost,54
486,pleasure,54
487,cha,54
488,dem,54
489,whatta,54
490,hurt,53
491,drink,53
492,n,53
493,ruthless,53
494,red,53
495,add,53
496,whatever,53
497,sort,53
498,return,53
499,nature,53
500,plan,52
501,peace,52
502,drive,52
503,mama,52
504,suck,52
505,hop,52
506,bridge,52
507,already,52
508,pull,52
509,cash,52
510,eric,52
511,soon,51
512,rather,51
513,happy,51
514,act,51
515,different,51
516,uptown,51
517,expression,51
518,white,51
519,raise,51
520,kind,51
521,jay,51
522,read,50
523,bomb,50
524,brown,50
525,bass,50
526,quest,50
527,tear,50
528,movie,49
529,effect,49
530,happen,49
531,gee,49
532,follow,49
533,sea,49
534,however,49
535,jayz,49
536,idea,48
537,order,48
538,mix,48
539,cup,48
540,corner,48
541,huh,48
542,single,48
543,raw,48
544,snow,48
545,sister,47
546,past,47
547,wonder,47
548,minute,47
549,ho,47
550,outta,47
551,pain,47
552,team,47
553,reach,47
554,limit,47
555,draw,47
556,player,47
557,ca,47
558,flava,47
559,hang,46
560,poor,46
561,doubt,46
562,business,46
563,rest,46
564,delight,46
565,scratch,46
566,hump,46
567,alright,46
568,story,46
569,seek,46
570,til,46
571,cream,45
572,fade,45
573,lead,45
574,station,45
575,underground,45
576,fake,45
577,pretty,45
578,mention,45
579,carriage,45
580,hill,45
581,valley,45
582,vintertainment,45
583,buggie,45
584,payday,45
585,saniette,45
586,flavor,44
587,scene,44
588,simple,44
589,sex,44
590,mistake,44
591,law,44
592,ball,44
593,hair,44
594,letter,44
595,cross,44
596,cousin,44
597,skin,44
598,swann,44
599,uhhuh,44
600,cease,43
601,hiphop,43
602,grab,43
603,squad,43
604,rhythm,43
605,sell,43
606,book,43
607,week,43
608,tip,43
609,able,43
610,kinda,43
611,hood,43
612,lane,43
613,war,43
614,hh,43
615,africa,43
616,address,43
617,dangerous,43
618,hotel,43
619,mistress,43
620,problem,42
621,destruction,42
622,society,42
623,murder,42
624,fail,42
625,mine,42
626,speech,42
627,middle,42
628,lt,42
629,double,42
630,bronx,42
631,beta,42
632,atlantic,42
633,rank,42
634,whoop,42
635,opp,42
636,coast,42
637,crossroad,42
638,guermantes,42
639,funkdafied,42
640,swing,41
641,clock,41
642,lip,41
643,maybe,41
644,uhuh,41
645,insane,41
646,pack,41
647,message,41
648,spot,41
649,r,41
650,spoonie,41
651,emd,41
652,wreck,41
653,paris,41
654,compton,41
655,peter,41
656,clan,41
657,state,40
658,alone,40
659,chuck,40
660,punk,40
661,dinner,40
662,lyric,40
663,continue,40
664,heat,40
665,system,40
666,trick,40
667,foot,40
668,afraid,40
669,posse,40
670,truth,40
671,bee,40
672,towards,40
673,trouble,40
674,cat,40
675,holly,40
676,kim,40
677,wiley,40
678,treacherous,40
679,bambaataa,40
680,mighty,40
681,faithful,40
682,badoor,40
683,today,39
684,dee,39
685,arm,39
686,blue,39
687,attention,39
688,ill,39
689,half,39
690,wow,39
691,east,39
692,nervous,39
693,husband,39
694,tonight,38
695,dress,38
696,child,38
697,con,38
698,strange,38
699,login,38
700,round,38
701,allow,38
702,rip,38
703,mom,38
704,interlude,38
705,motherfuckin,38
706,production,38
707,wednesday,38
708,pete,38
709,offer,38
710,inside,37
711,pray,37
712,thank,37
713,lesson,37
714,sing,37
715,voice,37
716,question,37
717,slam,37
718,mo,37
719,brick,37
720,chubb,37
721,regard,37
722,nevertheless,37
723,raspelière,37
724,merely,37
725,charm,37
726,rob,36
727,talkin,36
728,ago,36
729,juice,36
730,dick,36
731,search,36
732,seat,36
733,green,36
734,note,36
735,probably,36
736,prince,36
737,rapper,36
738,ed,36
739,piece,36
740,often,36
741,dip,36
742,shane,36
743,tootsee,36
744,crack,35
745,road,35
746,fill,35
747,deal,35
748,sight,35
749,gangsta,35
750,bag,35
751,water,35
752,des,35
753,besides,35
754,lucky,35
755,south,35
756,phuncky,35
757,rundmc,35
758,beastie,35
759,polo,35
760,prism,35
761,rapalot,35
762,rich,34
763,heavy,34
764,jack,34
765,along,34
766,steady,34
767,early,34
768,heaven,34
769,kane,34
770,shine,34
771,group,34
772,joke,34
773,bang,34
774,human,34
775,club,34
776,taste,34
777,th,34
778,smith,34
779,mike,34
780,phone,34
781,magic,34
782,craig,34
783,yah,34
784,saintcoup,34
785,bye,34
786,ten,33
787,fun,33
788,serve,33
789,flag,33
790,instead,33
791,delicious,33
792,bounce,33
793,plus,33
794,slide,33
795,shock,33
796,neck,33
797,flip,33
798,yoyo,33
799,window,33
800,hollywood,33
801,land,33
802,scream,33
803,reminisce,33
804,blunt,33
805,vinyl,33
806,cheese,33
807,professor,33
808,akin,33
809,fever,33
810,madame,33
811,remark,33
812,rsone,32
813,dnice,32
814,arrive,32
815,visit,32
816,okay,32
817,2,32
818,bet,32
819,anyone,32
820,wake,32
821,leader,32
822,judge,32
823,ought,32
824,burn,32
825,special,32
826,dark,32
827,joint,32
828,invite,32
829,prefer,32
830,lonely,32
831,whodini,32
832,mx,32
833,nas,32
834,onyx,32
835,doug,31
836,stupid,31
837,answer,31
838,notice,31
839,near,31
840,hat,31
841,choice,31
842,explain,31
843,dine,31
844,noise,31
845,putt,31
846,key,31
847,glass,31
848,mel,31
849,plateau,31
850,method,31
851,conversation,31
852,wutang,31
853,cambremers,31
854,social,31
855,serious,30
856,behind,30
857,level,30
858,diamond,30
859,floor,30
860,james,30
861,trip,30
862,dig,30
863,admit,30
864,bed,30
865,sense,30
866,among,30
867,figure,30
868,dirty,30
869,dawn,30
870,sugar,30
871,view,30
872,hugh,30
873,warren,30
874,dave,30
875,volume,30
876,k,30
877,discover,30
878,outcast,30
879,curtis,30
880,anthem,30
881,island,30
882,cowboy,30
883,bboys,30
884,capitol,30
885,circle,30
886,laface,30
887,ding,30
888,doi,29
889,ama,29
890,iggy,29
891,introduce,29
892,fit,29
893,ooh,29
894,couple,29
895,free,29
896,digital,29
897,tree,29
898,attitude,29
899,honey,29
900,bind,29
901,simply,29
902,present,29
903,wide,29
904,remind,29
905,roof,29
906,supreme,29
907,bo,29
908,crash,29
909,country,29
910,kris,29
911,naughty,29
912,secret,29
913,albeit,29
914,oblige,29
915,jigga,29
916,knowledge,28
917,produce,28
918,save,28
919,nine,28
920,choose,28
921,due,28
922,george,28
923,sick,28
924,slick,28
925,divine,28
926,untouchable,28
927,l,28
928,wave,28
929,buff,28
930,jimmy,28
931,blast,28
932,clear,28
933,wood,28
934,opinion,28
935,candy,28
936,class,28
937,tongue,28
938,age,28
939,starr,28
940,baron,28
941,positive,27
942,hate,27
943,chain,27
944,justice,27
945,record,27
946,alma,27
947,rappers,27
948,wet,27
949,perfect,27
950,carry,27
951,easy,27
952,finger,27
953,um,27
954,demo,27
955,earth,27
956,nasty,27
957,grind,27
958,mary,27
959,month,27
960,horse,27
961,scout,27
962,famous,27
963,nia,27
964,ray,27
965,paint,27
966,source,27
967,rocafell,27
968,beach,27
969,bernard,27
970,glance,27
971,andée,27
972,habit,27
973,someone,26
974,deny,26
975,dumb,26
976,loose,26
977,dear,26
978,busy,26
979,large,26
980,surprise,26
981,flex,26
982,zone,26
983,scare,26
984,date,26
985,table,26
986,outside,26
987,enter,26
988,nation,26
989,company,26
990,intelligent,26
991,shootout,26
992,joy,26
993,actually,26
994,pimp,26
995,sir,26
996,link,26
997,card,26
998,rick,26
999,giddy,26
1000,qtip,26
1001,personal,26
1002,universal,26
1003,pretend,26
1004,elster,26
1005,liftboy,26
1006,lock,25
1007,teach,25
1008,memory,25
1009,prove,25
1010,build,25
1011,switch,25
1012,battle,25
1013,horn,25
1014,eight,25
1015,technique,25
1016,wax,25
1017,solo,25
1018,sermon,25
1019,hardcore,25
1020,receive,25
1021,z,25
1022,imagine,25
1023,either,25
1024,hide,25
1025,survive,25
1026,moon,25
1027,bastard,25
1028,truss,25
1029,starski,25
1030,chrysalis,25
1031,theme,25
1032,junior,25
1033,zaki,25
1034,stetsasonic,25
1035,saltnepa,25
1036,california,25
1037,realise,25
1038,exclaim,25
1039,instance,25
1040,blame,24
1041,thought,24
1042,apart,24
1043,wall,24
1044,paper,24
1045,pound,24
1046,bell,24
1047,bond,24
1048,gift,24
1049,whip,24
1050,future,24
1051,boo,24
1052,butt,24
1053,rump,24
1054,position,24
1055,bboy,24
1056,cap,24
1057,blood,24
1058,promise,24
1059,presence,24
1060,term,24
1061,small,24
1062,expect,24
1063,bill,24
1064,international,24
1065,culture,24
1066,das,24
1067,mafia,24
1068,moreover,24
1069,page,23
1070,weak,23
1071,soft,23
1072,latter,23
1073,mess,23
1074,dare,23
1075,mile,23
1076,smell,23
1077,crook,23
1078,police,23
1079,park,23
1080,bank,23
1081,fish,23
1082,cover,23
1083,jungle,23
1084,sole,23
1085,playa,23
1086,pride,23
1087,fix,23
1088,occur,23
1089,aunt,23
1090,language,23
1091,harlem,23
1092,grandmother,23
1093,annoy,23
1094,assume,23
1095,le,23
1096,heres,22
1097,pocket,22
1098,rush,22
1099,summer,22
1100,whatcha,22
1101,mg,22
1102,across,22
1103,virgin,22
1104,share,22
1105,crown,22
1106,clean,22
1107,strike,22
1108,quality,22
1109,icet,22
1110,fan,22
1111,although,22
1112,planet,22
1113,kci,22
1114,rude,22
1115,warm,22
1116,subject,22
1117,benz,22
1118,lean,22
1119,sign,22
1120,hundred,22
1121,test,22
1122,wee,22
1123,history,22
1124,barely,22
1125,drake,22
1126,johnny,22
1127,gentleman,22
1128,cypress,22
1129,spring,22
1130,dun,22
1131,thugsnharmony,22
1132,westside,22
1133,fétern,22
1134,refer,22
1135,steal,21
1136,microphone,21
1137,devil,21
1138,job,21
1139,control,21
1140,seven,21
1141,wayne,21
1142,display,21
1143,glad,21
1144,everyday,21
1145,snap,21
1146,six,21
1147,slip,21
1148,terrible,21
1149,clip,21
1150,till,21
1151,rockin,21
1152,tour,21
1153,dough,21
1154,digger,21
1155,howie,21
1156,sun,21
1157,thousand,21
1158,comma,21
1159,spit,21
1160,million,21
1161,health,21
1162,weather,21
1163,bay,21
1164,steel,21
1165,mall,21
1166,generation,21
1167,cotton,21
1168,movement,21
1169,monsieur,21
1170,moe,20
1171,race,20
1172,lay,20
1173,dis,20
1174,duck,20
1175,bore,20
1176,prepare,20
1177,worry,20
1178,excuse,20
1179,attack,20
1180,consider,20
1181,flat,20
1182,breakdown,20
1183,forever,20
1184,mission,20
1185,chest,20
1186,sport,20
1187,waste,20
1188,court,20
1189,tire,20
1190,smart,20
1191,hypnotize,20
1192,wind,20
1193,uncle,20
1194,boot,20
1195,picture,20
1196,smack,20
1197,og,20
1198,booty,20
1199,strain,20
1200,speed,20
1201,finish,20
1202,nate,20
1203,official,20
1204,summertime,20
1205,observe,20
1206,insist,20
1207,reflection,20
1208,sonic,20
1209,lovebug,20
1210,fearless,20
1211,delle,20
1212,oc,20
1213,schoolly,20
1214,marley,20
1215,ultramagnetic,20
1216,ksolo,20
1217,eastwest,20
1218,columbia,20
1219,interscope,20
1220,fugees,20
1221,mia,20
1222,raekwon,20
1223,fault,20
1224,ruffneck,20
1225,butterfly,20
1226,nissim,20
1227,duchess,20
1228,whereas,20
1229,dong,20
1230,breath,19
1231,melody,19
1232,silence,19
1233,champ,19
1234,clothe,19
1235,crowd,19
1236,doc,19
1237,cruise,19
1238,manner,19
1239,scoop,19
1240,warn,19
1241,thus,19
1242,luck,19
1243,tim,19
1244,cook,19
1245,nose,19
1246,american,19
1247,pen,19
1248,stress,19
1249,drug,19
1250,nwa,19
1251,succeed,19
1252,hustle,19
1253,bubble,19
1254,connect,19
1255,hello,19
1256,suggest,19
1257,shoulder,19
1258,gat,19
1259,faith,19
1260,robert,19
1261,mystical,19
1262,willie,19
1263,title,19
1264,hitman,19
1265,breal,19
1266,poppy,19
1267,finally,19
1268,importance,19
1269,sharp,19
1270,relation,19
1271,breed,19
1272,flower,19
1273,chopin,19
1274,céleste,19
1275,trace,18
1276,knee,18
1277,proud,18
1278,realize,18
1279,store,18
1280,stage,18
1281,event,18
1282,spread,18
1283,bump,18
1284,direction,18
1285,pronounce,18
1286,degree,18
1287,duke,18
1288,create,18
1289,quit,18
1290,teacher,18
1291,artist,18
1292,st,18
1293,crystal,18
1294,duty,18
1295,rain,18
1296,sock,18
1297,common,18
1298,attempt,18
1299,danger,18
1300,trump,18
1301,decide,18
1302,opposite,18
1303,golden,18
1304,rd,18
1305,false,18
1306,scarface,18
1307,captain,18
1308,fashion,18
1309,sheep,18
1310,president,18
1311,cell,18
1312,genius,18
1313,freestyle,18
1314,recognize,18
1315,tariq,18
1316,acquire,18
1317,adopt,18
1318,talent,18
1319,recognise,18
1320,admire,18
1321,paradise,18
1322,dechambre,18
1323,america,17
1324,dollar,17
1325,bar,17
1326,intend,17
1327,gangster,17
1328,strictly,17
1329,lick,17
1330,band,17
1331,freedom,17
1332,escape,17
1333,ship,17
1334,within,17
1335,nut,17
1336,pussy,17
1337,feeling,17
1338,drum,17
1339,correct,17
1340,handle,17
1341,salt,17
1342,empty,17
1343,criminal,17
1344,rage,17
1345,destroy,17
1346,motherfucker,17
1347,heavenly,17
1348,protect,17
1349,justin,17
1350,ban,17
1351,luke,17
1352,jogo,17
1353,nah,17
1354,trunk,17
1355,loss,17
1356,sip,17
1357,important,17
1358,crib,17
1359,stack,17
1360,bury,17
1361,represent,17
1362,advance,17
1363,beef,17
1364,…,17
1365,sky,17
1366,space,17
1367,rough,17
1368,pigeon,17
1369,boss,17
1370,hyde,17
1371,travel,17
1372,fancy,17
1373,choke,17
1374,luncheon,17
1375,chart,17
1376,phine,17
1377,fox,17
1378,casino,17
1379,stab,17
1380,greatly,17
1381,twist,17
1382,reel,17
1383,nubian,17
1384,dc,17
1385,tragedy,17
1386,urban,17
1387,alkaholiks,17
1388,brat,17
1389,flipmode,17
1390,affection,17
1391,former,17
1392,prevent,17
1393,certainly,17
1394,anxious,17
1395,general,17
1396,object,17
1397,confine,17
1398,preserve,17
1399,odette,17
1400,satisfy,17
1401,woohas,17
1402,speaker,16
1403,crime,16
1404,tough,16
1405,john,16
1406,click,16
1407,chair,16
1408,strength,16
1409,abuse,16
1410,none,16
1411,hype,16
1412,stare,16
1413,employ,16
1414,bird,16
1415,refrain,16
1416,possess,16
1417,everywhere,16
1418,male,16
1419,hustler,16
1420,list,16
1421,opportunity,16
1422,jock,16
1423,mon,16
1424,sexy,16
1425,pair,16
1426,silk,16
1427,account,16
1428,wheel,16
1429,gain,16
1430,cure,16
1431,belong,16
1432,regret,16
1433,profound,16
1434,witty,16
1435,haha,16
1436,height,16
1437,clown,16
1438,anybody,16
1439,grill,16
1440,bullshit,16
1441,aka,16
1442,beauty,16
1443,latin,16
1444,worth,16
1445,attract,16
1446,whenever,16
1447,slight,16
1448,motown,16
1449,miggida,16
1450,crossover,16
1451,casanova,16
1452,royal,16
1453,gin,16
1454,mass,16
1455,mos,16
1456,yu,16
1457,impression,16
1458,humble,16
1459,douville,16
1460,immediately,16
1461,painter,16
1462,highly,16
1463,acquaintance,16
1464,donjières,16
1465,acapella,16
1466,heyyy,16
1467,ughhhhhh,16
1468,anyyayayayayaya,16
1469,bottom,15
1470,violence,15
1471,grip,15
1472,refuse,15
1473,sample,15
1474,slap,15
1475,join,15
1476,freddy,15
1477,gather,15
1478,pie,15
1479,blind,15
1480,madness,15
1481,babe,15
1482,rare,15
1483,motion,15
1484,bold,15
1485,tune,15
1486,truck,15
1487,fellow,15
1488,trap,15
1489,lyrical,15
1490,member,15
1491,split,15
1492,boast,15
1493,unless,15
1494,ego,15
1495,increase,15
1496,vanilla,15
1497,hole,15
1498,suffer,15
1499,rub,15
1500,approach,15
1501,sail,15
1502,rep,15
1503,proper,15
1504,beyond,15
1505,lack,15
1506,bend,15
1507,worthy,15
1508,odd,15
1509,sam,15
1510,lauren,15
1511,difference,15
1512,peep,15
1513,chop,15
1514,appeal,15
1515,exist,15
1516,coochie,15
1517,partner,15
1518,breeze,15
1519,curious,15
1520,tec,15
1521,trigger,15
1522,impossible,15
1523,stroke,15
1524,stone,15
1525,chapter,15
1526,shabab,15
1527,complete,15
1528,yay,15
1529,tanya,15
1530,zulu,15
1531,throwdown,15
1532,spider,15
1533,tj,15
1534,kyle,15
1535,starchild,15
1536,tayster,15
1537,scorpio,15
1538,capture,15
1539,celluloid,15
1540,masterson,15
1541,committee,15
1542,grandmixer,15
1543,partytime,15
1544,sutra,15
1545,pt,15
1546,kmd,15
1547,nod,15
1548,rampage,15
1549,funke,15
1550,peru,15
1551,damaja,15
1552,pharcyde,15
1553,killah,15
1554,dodger,15
1555,penalty,15
1556,rawkus,15
1557,rider,15
1558,reveal,15
1559,roomroom,15
1560,pow,15
1561,contrary,15
1562,village,15
1563,france,15
1564,perfectly,15
1565,intelligence,15
1566,sudden,15
1567,notwithstanding,15
1568,pleasant,15
1569,legrandin,15
1570,guest,15
1571,enable,15
1572,sherbatoff,15
1573,kanye,15
1574,beg,14
1575,unite,14
1576,dye,14
1577,snatch,14
1578,wise,14
1579,scheme,14
1580,dedicate,14
1581,price,14
1582,plain,14
1583,calm,14
1584,clap,14
1585,cute,14
1586,score,14
1587,twice,14
1588,radio,14
1589,attach,14
1590,sorry,14
1591,bless,14
1592,compare,14
1593,3,14
1594,diss,14
1595,settle,14
1596,spare,14
1597,lift,14
1598,freeze,14
1599,example,14
1600,inform,14
1601,bush,14
1602,pure,14
1603,trust,14
1604,loyal,14
1605,punch,14
1606,beige,14
1607,suit,14
1608,marry,14
1609,tap,14
1610,map,14
1611,role,14
1612,shoe,14
1613,terror,14
1614,pumpkin,14
1615,emotion,14
1616,patient,14
1617,paul,14
1618,video,14
1619,burst,14
1620,clever,14
1621,jeff,14
1622,max,14
1623,holy,14
1624,support,14
1625,kelly,14
1626,breathe,14
1627,welcome,14
1628,plate,14
1629,praise,14
1630,doo,14
1631,occasion,14
1632,fi,14
1633,cliff,14
1634,effort,14
1635,vs,14
1636,magnificent,14
1637,ja,14
1638,wc,14
1639,trend,14
1640,foe,14
1641,po,14
1642,passion,14
1643,zoomazoomzoomzoom,14
1644,vogue,14
1645,assure,14
1646,sentiment,14
1647,gaze,14
1648,presently,14
1649,extremely,14
1650,utter,14
1651,suspect,14
1652,toborrow,14
1653,distinction,14
1654,conceal,14
1655,malik,14
1656,micmicmicrophone,14
1657,haters,14
1658,razor,13
1659,science,13
1660,everyone,13
1661,goddamn,13
1662,swear,13
1663,season,13
1664,safe,13
1665,singe,13
1666,static,13
1667,length,13
1668,crew,13
1669,dad,13
1670,female,13
1671,possible,13
1672,beautiful,13
1673,label,13
1674,spark,13
1675,barry,13
1676,gear,13
1677,mere,13
1678,charge,13
1679,deserve,13
1680,tooth,13
1681,anyway,13
1682,ace,13
1683,witness,13
1684,quarter,13
1685,report,13
1686,reputation,13
1687,storm,13
1688,easye,13
1689,fair,13
1690,spirit,13
1691,claim,13
1692,w,13
1693,yea,13
1694,yep,13
1695,holiday,13
1696,gentle,13
1697,greet,13
1698,bus,13
1699,parish,13
1700,nerve,13
1701,local,13
1702,background,13
1703,cameron,13
1704,pace,13
1705,tryna,13
1706,chase,13
1707,exactly,13
1708,alive,13
1709,inspire,13
1710,jekyll,13
1711,michael,13
1712,creep,13
1713,hurry,13
1714,manager,13
1715,aware,13
1716,fantasy,13
1717,slightly,13
1718,service,13
1719,cost,13
1720,oochie,13
1721,officer,13
1722,saint,13
1723,twin,13
1724,philosophy,13
1725,actual,13
1726,luiz,13
1727,lex,13
1728,sweetie,13
1729,informer,13
1730,flo,13
1731,provide,13
1732,vague,13
1733,comtesse,13
1734,announce,13
1735,norman,13
1736,favour,13
1737,study,13
1738,anyhow,13
1739,derive,13
1740,excellent,13
1741,amuse,13
1742,soldier,13
1743,violinist,13
1744,strip,13
1745,eve,13
1746,genre,13
1747,jon,13
1748,malcolm,12
1749,relative,12
1750,tape,12
1751,path,12
1752,rebel,12
1753,release,12
1754,animal,12
1755,camp,12
1756,dynamic,12
1757,operator,12
1758,competition,12
1759,confuse,12
1760,bright,12
1761,feed,12
1762,keith,12
1763,al,12
1764,climb,12
1765,cop,12
1766,del,12
1767,neighborhood,12
1768,wipe,12
1769,yell,12
1770,disrespect,12
1771,mode,12
1772,concern,12
1773,thin,12
1774,melt,12
1775,niece,12
1776,shame,12
1777,conclude,12
1778,bulldog,12
1779,regular,12
1780,superior,12
1781,similar,12
1782,angle,12
1783,relax,12
1784,santa,12
1785,hardly,12
1786,host,12
1787,buddy,12
1788,chris,12
1789,awesome,12
1790,specific,12
1791,rewind,12
1792,whatchu,12
1793,scott,12
1794,excite,12
1795,necessary,12
1796,pause,12
1797,everlasting,12
1798,hoodlum,12
1799,happiness,12
1800,platinum,12
1801,astonish,12
1802,task,12
1803,sho,12
1804,fortune,12
1805,gh,12
1806,ns,12
1807,element,12
1808,native,12
1809,entertainment,12
1810,final,12
1811,ichiban,12
1812,mi,12
1813,friendship,12
1814,haunt,12
1815,vain,12
1816,ultimate,12
1817,clique,12
1818,destiny,12
1819,exotic,12
1820,friendly,12
1821,sequence,12
1822,fantastic,12
1823,attraction,12
1824,tale,12
1825,rooftop,12
1826,reign,12
1827,worldwide,12
1828,elliott,12
1829,jermaine,12
1830,press,12
1831,tective,12
1832,asleep,12
1833,recover,12
